1735267301|25|65|1.11|44|52
1735270902|25|61|1.24|44|50
1735278786|20|72|0.65|47|53
1735282387|19|73|0.59|48|48
1735285988|19|76|0.53|47|47
1735289589|18|76|0.50|47|47
1735293189|25|58|1.33|45|46
1735296790|26|60|1.34|43|47
1735300391|26|56|1.48|42|46
1735303991|25|59|1.30|41|46
1735307592|26|61|1.31|40|44
1735311192|26|58|1.41|39|44
1735314793|27|62|1.36|37|43
1735318394|27|59|1.46|38|42
1735321995|28|58|1.59|37|44
1735325595|29|63|1.48|36|43
1735329195|28|44|2.12|37|42
1735332796|28|47|2.00|36|39
1735336397|28|50|1.89|34|40
1735339997|28|59|1.55|33|39
1735343598|27|59|1.46|32|40
1735347199|27|63|1.32|32|39
1735350799|26|64|1.21|32|37
1735354400|25|65|1.11|32|38
1735358001|22|75|0.66|34|39
1735361601|21|76|0.60|36|34
1735365202|21|75|0.62|35|32
1735368802|21|77|0.57|35|32
1735372403|20|77|0.54|33|39
1735376004|20|77|0.54|33|31
1735379604|25|65|1.11|30|34
1735383205|25|65|1.11|27|31
1735386805|26|60|1.34|23|35
1735390406|27|57|1.53|20|31
1735394007|27|56|1.57|19|28
1735397607|28|57|1.63|16|31
1735401208|28|56|1.66|15|30
1735404809|29|54|1.84|15|26
1735408409|29|52|1.92|13|28
1735412010|29|53|1.88|13|29
1735415610|29|53|1.88|12|24
1735419211|28|56|1.66|11|26
1735422811|27|62|1.36|74|56
1735426412|27|60|1.43|69|54
1735430012|26|61|1.31|65|51
1735433613|26|63|1.24|64|50
1735437213|26|63|1.24|61|50
1735440814|25|64|1.14|60|48
1735444415|22|74|0.69|60|48
1735448016|22|74|0.69|60|47
1735451617|21|77|0.57|59|46
1735455218|20|79|0.49|58|45
1735458818|20|78|0.51|57|44
1735462419|20|78|0.51|57|46
1735466020|26|61|1.31|54|45
1735469620|25|66|1.08|52|43
1735473221|26|64|1.21|50|44
1735476822|26|63|1.24|48|43
1735480422|27|62|1.36|46|44
1735484022|27|61|1.39|45|42
1735487623|27|56|1.57|44|42
1735491224|28|53|1.78|42|43
1735494824|28|47|2.00|39|41
1735498425|29|46|2.16|36|41
1735502026|29|46|2.16|33|38
1735505627|29|41|2.36|31|39
1735509227|28|42|2.19|30|39
1735512828|28|53|1.78|28|38
1735516429|28|58|1.59|26|35
1735520029|28|58|1.59|24|36
1735523630|28|58|1.59|22|38
1735527230|27|60|1.43|21|35
1735530831|24|68|0.95|22|37
1735534432|23|67|0.93|21|38
1735538033|23|72|0.79|22|31
1735541633|23|71|0.81|21|31
1735545234|23|72|0.79|21|31
1735548834|22|72|0.74|19|37
1735552435|26|62|1.28|17|31
1735556036|26|59|1.38|15|29
1735559637|28|57|1.63|13|31
1735563237|28|57|1.63|11|32
1735566838|28|57|1.63|10|29
1735570439|29|57|1.72|9|27
1735574040|30|58|1.78|76|54
1735577640|29|55|1.80|62|45
1735581241|30|51|2.08|56|45
1735584841|30|48|2.21|51|42
1735588442|30|51|2.08|47|40
