1733327335|27|49|1.82|66|67
1733329135|27|49|1.82|63|66
1733335413|27|54|1.64|61|63
1733337214|27|54|1.64|60|62
1733339014|27|52|1.71|59|61
1733340815|28|52|1.81|59|60
1733342616|28|51|1.85|58|59
1733344416|28|49|1.93|56|58
1733346217|28|47|2.00|56|57
1733348018|28|49|1.93|56|58
1733349818|28|51|1.85|55|57
1733354030|29|50|2.00|53|57
1733355831|28|50|1.89|54|57
1733357632|28|47|2.00|53|56
1733359433|28|49|1.93|53|57
1733361233|29|50|2.00|52|56
1733363034|29|50|2.00|53|57
1733364835|29|54|1.84|52|56
1733366636|29|55|1.80|52|56
1733368436|25|55|1.43|54|56
1733370237|25|62|1.20|54|56
1733372038|24|56|1.31|54|56
1733373839|24|56|1.31|53|56
1733375640|24|56|1.31|52|55
1733377440|24|56|1.31|53|55
1733379241|24|57|1.28|52|54
1733381042|24|57|1.28|52|54
1733382843|23|57|1.21|51|54
1733384644|23|56|1.24|52|53
1733386444|23|56|1.24|50|53
1733388245|23|56|1.24|51|53
1733390046|27|61|1.39|49|52
1733391846|28|65|1.32|49|52
1733393647|28|62|1.44|48|51
1733395448|28|62|1.44|48|52
1733397249|28|59|1.55|45|51
1733399050|27|57|1.53|49|52
1733400850|27|58|1.50|47|51
1733402651|27|58|1.50|46|51
1733404452|27|61|1.39|47|50
1733406253|27|60|1.43|45|50
1733408054|27|60|1.43|47|49
1733409854|27|61|1.39|44|49
1733411655|28|61|1.47|44|48
1733413456|27|61|1.39|43|48
1733415256|28|60|1.51|44|48
1733417057|28|59|1.55|42|47
1733418858|28|57|1.63|44|47
1733420659|28|55|1.70|42|47
1733422460|28|54|1.74|41|46
1733428807|29|49|2.04|40|45
1733430607|29|51|1.96|41|44
1733432408|29|56|1.76|40|44
1733434208|29|57|1.72|38|43
1733436008|29|59|1.64|37|43
1733437809|29|56|1.76|39|43
1733439609|29|56|1.76|38|42
1733441409|30|55|1.91|39|42
1733443210|30|56|1.87|39|41
1733445010|30|55|1.91|38|41
1733446810|31|53|2.11|36|41
1733448611|31|53|2.11|35|40
1733450411|30|50|2.12|35|40
1733452211|31|64|1.62|37|39
1733454012|30|51|2.08|37|38
1733455812|27|58|1.50|36|39
1733457612|26|59|1.38|36|39
1733459413|26|58|1.41|37|39
1733461213|26|57|1.45|37|39
1733463013|26|60|1.34|36|38
1733464814|25|62|1.20|37|38
1733466614|25|62|1.20|37|37
1733468414|25|62|1.20|37|37
1733470215|25|62|1.20|36|37
1733472015|25|62|1.20|35|37
1733473815|25|62|1.20|35|36
1733475616|25|62|1.20|35|36
1733477416|29|61|1.56|36|34
1733479216|29|63|1.48|34|33
1733481017|29|56|1.76|30|34
1733482817|29|57|1.72|31|32
1733484617|29|58|1.68|31|32
1733486417|29|59|1.64|30|31
1733488218|29|59|1.64|29|31
1733490018|29|59|1.64|28|30
1733491819|29|59|1.64|27|30
1733493619|29|59|1.64|27|29
1733496708|29|61|1.56|26|28
1733498508|29|60|1.60|27|28
1733500309|29|62|1.52|69|63
1733502109|29|59|1.64|62|61
1733503909|29|59|1.64|59|60
1733505710|28|59|1.55|59|58
1733507510|29|58|1.68|56|56
1733509310|29|58|1.68|56|55
1733511111|30|61|1.66|54|54
1733512911|30|61|1.66|53|53
1733514711|30|60|1.70|52|52
1733516512|30|60|1.70|54|51
1733518312|30|59|1.74|52|50
1733520112|30|59|1.74|51|50
1733521913|29|59|1.64|49|50
1733523713|29|59|1.64|48|49
1733525513|30|56|1.87|50|48
1733527314|30|55|1.91|47|48
1733529114|30|58|1.78|49|48
1733530914|30|57|1.83|45|47
1733532715|30|57|1.83|45|47
1733534515|30|55|1.91|46|46
1733536315|30|56|1.87|46|46
1733538116|31|61|1.75|44|46
1733539916|30|55|1.91|45|45
1733541716|26|56|1.48|45|45
1733543517|26|56|1.48|46|45
1733545317|25|57|1.36|45|44
1733547117|25|55|1.43|45|44
1733548918|24|56|1.31|45|44
1733550718|24|60|1.19|45|44
1733552518|24|55|1.34|44|43
1733554319|24|55|1.34|45|42
1733556119|24|55|1.34|44|42
1733557919|23|56|1.24|44|42
1733559720|23|60|1.12|43|41
1733561520|23|55|1.26|44|41
1733563320|27|56|1.57|41|40
1733565120|27|62|1.36|42|39
1733566921|26|62|1.28|39|40
1733568721|26|63|1.24|40|39
1733570521|26|65|1.18|39|39
1733572322|26|57|1.45|37|38
1733574122|26|56|1.48|36|38
1733575922|27|60|1.43|38|37
1733577723|26|56|1.48|37|36
1733579523|27|65|1.25|35|36
1733581323|27|63|1.32|35|34
1733583124|27|62|1.36|35|34
1733584924|27|54|1.64|31|33
1733586724|27|64|1.28|33|31
1733588525|27|64|1.28|30|31
1733590325|27|64|1.28|31|30
1733592125|27|59|1.46|27|30
1733593926|28|54|1.74|29|29
1733595726|28|63|1.40|28|28
1733597526|28|64|1.36|27|27
1733599326|28|53|1.78|26|27
1733601127|28|61|1.47|23|27
1733602927|28|60|1.51|22|26
1733604727|28|62|1.44|21|25
1733606528|28|60|1.51|24|24
1733608328|29|62|1.52|19|24
1733610128|29|64|1.44|21|23
1733611929|29|63|1.48|20|22
1733613729|28|59|1.55|20|22
1733615529|28|60|1.51|18|22
1733617330|28|59|1.55|17|21
1733619130|28|63|1.40|18|20
1733620930|28|64|1.36|17|20
1733622730|28|63|1.40|16|20
1733624531|28|62|1.44|15|19
1733626331|28|61|1.47|14|18
1733628131|23|61|1.10|16|19
1733629932|22|63|0.98|17|19
1733631732|22|63|0.98|17|19
1733633532|22|63|0.98|18|18
1733635333|22|63|0.98|18|18
1733637133|21|63|0.92|18|17
1733638933|21|64|0.89|18|17
1733640734|21|60|0.99|18|17
1733642534|21|63|0.92|18|16
1733644334|20|59|0.96|19|16
1733646135|20|63|0.86|18|16
1733647935|20|54|1.07|17|15
1733649735|26|40|2.02|16|15
1733651536|26|40|2.02|14|15
1733653336|26|39|2.05|13|14
1733655136|26|39|2.05|14|13
1733656937|26|38|2.08|12|13
1733658737|25|40|1.90|10|13
1733660537|25|39|1.93|8|13
1733662337|25|38|1.96|11|11
1733664138|26|39|2.05|10|11
1733665938|26|38|2.08|9|11
1733667738|26|37|2.12|8|12
1733669539|26|39|2.05|8|11
1733671339|26|43|1.92|69|38
1733673139|26|40|2.02|64|37
1733674940|26|43|1.92|59|38
1733676740|26|43|1.92|57|38
1733678540|26|42|1.95|55|38
1733680341|26|39|2.05|54|37
1733682141|26|42|1.95|53|37
1733683941|27|45|1.96|54|37
1733685741|27|46|1.93|51|38
1733687542|27|46|1.93|51|37
1733689342|27|46|1.93|52|37
1733691142|27|45|1.96|49|37
1733692943|27|46|1.93|49|37
1733694743|27|47|1.89|48|37
1733696543|27|47|1.89|49|37
1733698344|27|48|1.85|47|38
1733700144|27|48|1.85|47|37
1733701944|27|48|1.85|47|36
1733703744|27|50|1.78|46|36
1733705545|27|49|1.82|47|36
1733707345|27|47|1.89|44|31
1733709145|28|48|1.97|43|35
1733710946|28|48|1.97|44|35
1733712746|28|63|1.40|53|35
1733714546|23|56|1.24|54|37
1733716347|23|64|1.01|55|38
1733718147|22|56|1.16|53|38
1733719947|22|63|0.98|53|39
1733723471|23|61|1.10|51|37
1733725271|23|56|1.24|51|37
1733727071|23|64|1.01|50|37
1733730515|22|56|1.16|49|37
1733732315|22|60|1.06|48|40
1733734116|22|63|0.98|48|37
1733735916|26|57|1.45|47|36
1733737716|26|58|1.41|44|36
1733739516|26|64|1.21|44|36
1733741317|26|61|1.31|43|36
1733743117|26|56|1.48|45|35
1733744917|25|56|1.39|43|35
1733746718|26|56|1.48|42|35
1733749940|26|53|1.58|45|34
1733751741|26|55|1.51|44|32
1733753541|26|52|1.61|42|33
1733755341|26|52|1.61|42|33
1733757141|26|54|1.55|40|33
1733759256|27|53|1.68|40|4
1733761056|27|52|1.71|39|34
1733762857|27|52|1.71|41|32
1733764657|27|53|1.68|40|31
1733766457|27|51|1.75|38|30
1733768257|27|54|1.64|38|29
1733770058|27|53|1.68|37|29
1733771858|27|53|1.68|37|28
1733773659|28|52|1.81|37|27
1733775459|28|50|1.89|36|27
1733777259|28|50|1.89|37|27
1733801505|25|56|1.39|33|24
1733805105|24|57|1.28|35|24
1733808706|24|58|1.25|33|23
1733812307|24|59|1.22|33|23
1733815907|24|58|1.25|32|22
1733819508|24|58|1.25|33|22
1733823108|28|58|1.59|30|20
1733826709|28|58|1.59|29|19
1733830310|28|60|1.51|26|19
1733833910|28|60|1.51|25|18
1733837511|26|49|1.71|21|0
1733841112|26|49|1.71|22|19
1733844712|28|51|1.85|20|12
1733848313|27|47|1.89|17|9
1733851913|28|57|1.63|76|54
1733855514|29|55|1.80|69|43
1733859114|29|52|1.92|64|46
1733862715|29|50|2.00|56|48
1733866315|30|49|2.17|55|43
1733869916|30|52|2.04|54|42
1733873517|30|54|1.95|53|43
1733877117|30|62|1.61|52|45
1733880717|30|53|2.00|52|42
1733884318|30|53|2.00|50|41
1733887918|26|61|1.31|51|41
1733891519|26|61|1.31|50|41
1733895120|26|61|1.31|49|40
1733898720|25|60|1.27|48|40
1733902321|25|60|1.27|48|42
1733905921|25|60|1.27|47|40
1733909522|29|62|1.52|44|39
1733913122|29|57|1.72|45|39
1733916723|29|57|1.72|44|36
1733920324|29|57|1.72|44|36
1733923924|28|64|1.36|43|34
1733927525|28|62|1.44|43|34
1733931125|29|62|1.52|43|31
1733934726|29|61|1.56|41|35
1733938326|29|62|1.52|40|36
1733941926|28|61|1.47|40|34
1733945527|28|58|1.59|39|34
1733949127|30|61|1.66|38|29
1733952727|30|56|1.87|37|30
1733956328|30|59|1.74|34|30
1733959928|31|59|1.84|34|26
1733963529|31|59|1.84|33|28
1733967130|31|54|2.07|32|27
1733970730|31|53|2.11|31|23
1733974331|27|61|1.39|32|28
1733977931|27|59|1.46|33|28
1733981532|27|60|1.43|32|27
1733985133|27|59|1.46|31|27
1733988733|27|60|1.43|31|26
1733992334|26|60|1.34|30|26
1733995934|30|57|1.83|27|23
1733999535|30|60|1.70|25|18
1734003135|30|56|1.87|23|18
1734006736|30|56|1.87|23|18
1734010337|30|59|1.74|22|23
1734013938|29|61|1.56|74|66
1734017538|30|57|1.83|74|56
1734021139|30|56|1.87|72|40
1734024739|30|62|1.61|68|35
1734028340|30|56|1.87|57|34
1734031941|28|61|1.47|58|34
1734035541|27|49|1.82|55|35
1734039142|29|63|1.48|54|49
1734042743|28|52|1.81|52|51
1734046343|30|60|1.70|51|49
1734049944|30|57|1.83|50|50
1734053545|30|61|1.66|50|51
1734057145|28|59|1.55|50|51
1734060746|26|72|0.94|49|51
1734064347|26|71|0.97|49|51
1734067947|26|72|0.94|49|49
1734071548|26|71|0.97|49|49
1734075148|26|71|0.97|49|44
1734078749|26|70|1.01|48|7
1734082350|30|61|1.66|46|17
1734085950|30|62|1.61|44|0
1734089551|28|55|1.70|44|50
1734097127|29|64|1.44|43|47
1734100727|29|64|1.44|42|44
1734104328|29|65|1.40|41|45
1734107928|27|63|1.32|41|43
1734111529|29|67|1.32|38|42
1734115129|29|68|1.28|40|45
1734118730|29|67|1.32|37|46
1734122331|27|56|1.57|35|44
1734125931|28|63|1.40|34|37
1734129532|29|60|1.60|33|40
1734133133|29|61|1.56|32|42
1734136733|29|58|1.68|30|43
1734140334|29|62|1.52|29|39
1734143935|28|62|1.44|29|0
1734147535|26|70|1.01|28|20
1734151136|25|68|1.01|29|36
1734154736|25|67|1.05|29|38
1734158337|25|67|1.05|28|36
1734161938|25|67|1.05|28|33
1734165538|25|67|1.05|27|28
1734169139|28|58|1.59|25|31
1734172739|29|58|1.68|22|30
1734176340|28|58|1.59|21|38
1734179941|28|56|1.66|20|31
1734183541|29|56|1.76|18|28
1734187142|30|56|1.87|18|36
1734190743|29|60|1.60|49|26
1734194343|28|50|1.89|45|31
1734197944|29|58|1.68|36|28
1734201545|29|55|1.80|39|30
1734205146|30|54|1.95|41|27
1734208746|29|57|1.72|44|34
1734212347|30|55|1.91|45|28
1734215948|30|51|2.08|46|25
1734219548|30|53|2.00|46|32
1734223149|30|56|1.87|47|29
1734226749|30|58|1.78|46|24
1734230350|30|56|1.87|47|30
1734233951|27|63|1.32|48|29
1734237551|26|64|1.21|49|29
1734241152|25|64|1.14|49|29
1734244753|25|63|1.17|49|29
1734248353|25|63|1.17|49|29
1734251954|24|63|1.10|49|29
1734255554|28|62|1.44|47|25
1734259155|27|56|1.57|45|23
1734262756|27|57|1.53|45|23
1734266356|27|57|1.53|44|22
1734269957|27|56|1.57|44|25
1734273557|27|57|1.53|43|22
1734277158|27|58|1.50|42|20
1734280759|28|56|1.66|41|20
1734284359|28|58|1.59|40|25
1734287960|28|57|1.63|40|28
1734291561|29|54|1.84|38|25
1734295161|29|45|2.20|37|18
1734298762|29|52|1.92|36|18
1734302363|29|53|1.88|35|21
1734305963|30|53|2.00|34|27
1734309564|30|52|2.04|32|19
1734313164|30|50|2.12|32|24
1734316765|30|49|2.17|30|0
1734320366|26|60|1.34|31|23
1734323966|25|63|1.17|32|23
1734327567|25|56|1.39|32|0
1734331168|24|56|1.31|31|22
1734334768|24|61|1.16|31|24
1734338369|24|56|1.31|30|22
1734341969|28|64|1.36|28|24
1734345570|28|63|1.40|25|14
1734349171|28|51|1.85|23|20
1734352771|28|49|1.93|22|19
1734356372|28|48|1.97|20|0
1734359973|28|48|1.97|20|50
1734363573|28|42|2.19|18|47
1734367174|29|40|2.40|18|42
1734370775|29|44|2.24|17|43
1734374375|30|44|2.38|16|37
1734377976|30|40|2.55|15|35
1734381576|31|41|2.65|15|34
1734385177|31|43|2.56|14|37
1734388778|31|48|2.34|13|31
1734392379|31|48|2.34|12|29
1734395979|31|50|2.25|12|32
1734399580|30|51|2.08|12|36
1734403181|31|50|2.25|11|26
1734406781|26|60|1.34|12|33
1734410382|26|62|1.28|13|34
1734413982|26|62|1.28|13|33
1734417583|25|63|1.17|12|32
1734421184|25|61|1.24|13|34
1734424784|25|62|1.20|12|32
1734428385|30|50|2.12|11|28
1734431986|29|53|1.88|10|28
1734435586|29|51|1.96|10|33
1734439187|29|49|2.04|9|29
1734442788|29|49|2.04|9|23
1734446389|29|50|2.00|8|29
1734449989|28|55|1.70|99|30
1734453590|30|53|2.00|69|30
1734457190|28|51|1.85|64|31
1734460791|30|52|2.04|59|24
1734464392|30|53|2.00|56|30
1734467992|30|52|2.04|55|20
1734471593|30|52|2.04|52|27
1734475194|30|52|2.04|51|17
1734478794|30|55|1.91|49|24
1734482395|31|57|1.93|49|18
1734485995|30|61|1.66|49|26
1734489596|30|63|1.57|48|26
1734493197|26|73|0.91|49|26
1734496797|26|69|1.04|49|28
1734500398|26|65|1.18|48|25
1734503999|25|63|1.17|47|25
1734507599|25|61|1.24|47|25
1734511200|25|61|1.24|47|28
1734514801|29|53|1.88|45|25
1734518401|29|53|1.88|43|18
1734522002|29|54|1.84|43|14
1734525602|29|55|1.80|42|25
1734529203|29|54|1.84|41|25
1734532804|30|55|1.91|41|27
1734536404|30|53|2.00|39|17
1734540005|30|52|2.04|38|22
1734543998|28|49|1.93|37|15
1734549622|29|54|1.84|35|14
1734553222|29|49|2.04|33|22
1734556823|30|50|2.12|31|21
1734560424|30|47|2.25|29|16
1734564025|30|47|2.25|28|9
1734567625|29|53|1.88|26|23
1734571226|29|54|1.84|25|28
1734574827|31|54|2.07|24|32
1734578427|27|62|1.36|23|31
1734582028|27|62|1.36|24|32
1734585628|27|63|1.32|24|32
1734589229|26|65|1.18|24|34
1734592830|26|67|1.11|24|34
1734596430|26|69|1.04|24|35
1734600031|30|58|1.78|22|31
1734603632|30|57|1.83|20|29
1734607232|30|57|1.83|18|29
1734610833|30|57|1.83|18|31
1734614434|29|60|1.60|18|31
1734618035|26|65|1.18|22|0
1734621635|28|60|1.51|18|39
1734625236|29|55|1.80|15|33
1734628837|29|52|1.92|14|31
1734632437|30|56|1.87|13|30
1734636038|28|51|1.85|13|33
1734639639|30|56|1.87|12|35
1734643240|30|54|1.95|11|34
1734646840|30|55|1.91|11|33
1734650441|30|55|1.91|10|29
1734654042|30|59|1.74|10|30
1734657642|29|53|1.88|10|30
1734666572|27|69|1.11|10|37
1734670173|27|69|1.11|10|38
1734673773|27|66|1.21|10|38
1734677374|26|67|1.11|10|40
1734680974|26|67|1.11|10|39
1734684575|26|67|1.11|10|37
1734688176|30|56|1.87|9|37
1734691777|30|55|1.91|8|32
1734695377|30|56|1.87|7|30
1734698978|30|59|1.74|7|33
1734702578|28|47|2.00|7|27
1734706179|29|55|1.80|7|27
1734709780|29|62|1.52|78|78
1734713381|28|54|1.74|70|70
1734716981|28|58|1.59|64|47
1734720582|28|63|1.40|62|81
1734724182|29|51|1.96|59|75
1734727783|29|58|1.68|58|70
1734731384|30|49|2.17|55|67
1734734984|30|50|2.12|53|64
1734738585|30|50|2.12|51|61
1734742186|30|49|2.17|51|61
1734745786|30|44|2.38|49|58
1734749414|30|41|2.50|48|57
1734753014|26|60|1.34|48|56
1734756615|25|61|1.24|49|56
1734760216|25|55|1.43|49|55
1734763816|25|52|1.52|49|55
1734767417|24|53|1.40|48|54
1734771018|24|55|1.34|48|53
1734774618|28|64|1.36|44|48
1734778219|28|59|1.55|44|50
1734781820|27|55|1.60|43|48
1734785420|27|56|1.57|43|47
1734789021|28|59|1.55|41|48
1734792622|28|56|1.66|40|45
1734796222|28|51|1.85|39|41
1734799823|28|51|1.85|37|44
1734803424|28|51|1.85|36|43
1734807025|28|45|2.08|34|40
1734810625|29|45|2.20|32|39
1734814226|28|44|2.12|31|40
1734817827|29|43|2.28|28|38
1734821427|29|42|2.32|27|35
1734825028|29|42|2.32|24|33
1734828628|29|42|2.32|22|34
1734832229|29|42|2.32|21|33
1734835830|29|42|2.32|20|35
1734839430|25|59|1.30|20|34
1734843031|24|61|1.16|21|35
1734846632|24|63|1.10|21|33
1734850233|24|57|1.28|21|33
1734853833|23|64|1.01|21|34
1734857434|23|55|1.26|21|34
1734861035|28|56|1.66|17|28
1734864635|28|59|1.55|15|26
1734868236|28|46|2.04|14|32
1734871837|28|47|2.00|13|28
1734875437|28|45|2.08|12|27
1734879038|28|45|2.08|11|24
1734882639|28|44|2.12|11|24
1734886239|28|42|2.19|10|26
1734889840|28|41|2.23|10|28
1734893441|28|41|2.23|9|25
1734897041|28|40|2.27|8|20
1734900642|29|40|2.40|7|21
1734904243|29|40|2.40|7|23
1734907843|29|41|2.36|6|17
1734911444|29|44|2.24|69|24
1734915045|29|45|2.20|64|21
1734918646|29|46|2.16|60|17
1734922246|29|45|2.20|56|15
1734925847|26|56|1.48|57|18
1734929448|25|58|1.33|56|20
1734933048|25|56|1.39|56|21
1734936649|25|62|1.20|56|21
1734940250|24|58|1.25|56|20
1734943851|24|56|1.31|54|21
1734947451|29|60|1.60|51|16
1734951052|29|46|2.16|51|22
1734954653|29|48|2.08|49|12
1734958253|29|49|2.04|48|13
1734961854|29|49|2.04|48|19
1734965454|29|49|2.04|47|18
1734969055|29|46|2.16|46|17
1734972656|29|46|2.16|45|13
1734976257|29|44|2.24|44|12
1734979857|30|44|2.38|43|10
1734983458|30|44|2.38|43|15
1734987059|30|43|2.42|41|9
1734990659|30|44|2.38|42|16
1734994260|31|45|2.47|40|5
1734997861|31|47|2.38|40|8
1735001461|31|48|2.34|39|5
1735005062|30|48|2.21|40|12
1735008663|30|52|2.04|39|6
1735012263|26|62|1.28|40|9
1735015864|26|63|1.24|40|11
1735019465|25|64|1.14|40|10
1735023066|25|68|1.01|39|13
1735026666|25|62|1.20|39|11
1735030267|25|61|1.24|38|12
1735033867|29|55|1.80|35|6
1735037468|29|56|1.76|33|10
1735041069|29|56|1.76|32|2
1735044670|29|57|1.72|31|11
1735048270|29|56|1.76|30|10
1735051871|26|61|1.31|75|74
1735055471|28|64|1.36|71|69
1735059072|28|62|1.44|68|65
1735062673|28|58|1.59|64|61
1735066274|28|56|1.66|61|59
1735069874|28|51|1.85|59|57
1735073475|29|52|1.92|59|57
1735077076|29|51|1.96|57|54
1735080676|28|50|1.89|55|52
1735084277|29|50|2.00|55|49
1735087878|29|50|2.00|53|50
1735091478|29|49|2.04|52|47
1735095079|29|49|2.04|52|50
1735098680|25|56|1.39|51|47
1735102280|25|59|1.30|51|45
1735105881|24|60|1.19|51|46
1735109482|24|60|1.19|50|45
1735113082|24|59|1.22|50|44
1735116683|23|59|1.15|49|43
1735120284|28|62|1.44|47|42
1735123884|27|56|1.57|46|39
1735127485|27|56|1.57|46|40
1735131086|27|59|1.46|45|41
1735134686|27|63|1.32|45|38
1735138287|26|60|1.34|43|38
1735141888|26|58|1.41|43|38
1735145488|27|62|1.36|42|38
1735149089|26|62|1.28|41|32
1735152690|27|57|1.53|40|33
1735156291|27|55|1.60|39|32
1735159891|27|53|1.68|38|33
1735163492|27|54|1.64|36|29
1735167093|28|53|1.78|35|32
1735170694|28|51|1.85|33|27
1735174294|28|48|1.97|32|27
1735177895|28|48|1.97|31|24
1735181496|28|48|1.97|30|24
1735185096|25|58|1.33|31|27
1735188697|24|62|1.13|31|26
1735192298|24|56|1.31|31|26
1735195899|23|57|1.21|31|25
1735199499|23|59|1.15|30|25
1735203100|23|59|1.15|30|26
1735206701|26|62|1.28|27|21
1735210301|26|59|1.38|24|22
1735213902|26|58|1.41|22|23
1735217502|27|58|1.50|20|19
1735221103|27|60|1.43|18|22
1735224704|28|62|1.44|18|18
1735228305|27|56|1.57|17|21
1735231906|28|54|1.74|16|20
1735241739|26|54|1.55|0|0
1735252928|27|57|1.53|44|59
